0.020294189,0.083312988,0.01953125,1.195068359,0.029296875,0.60760498,0.074157715,0.095367432,0.11138916,0.63079834,0.100860596,0.319213867,0.074615479,0.011749268,0.077667236
0.095825195,0.116271973,0.08972168,1.890869141,0.051116943,0.988464355,0.233459473,0.227966309,0.218963623,,0.409851074,0.344543457,0.898590088,0.126037598,0.097503662
2.96295166,0.222320557,0.153503418,2.11151123,0.183410645,2.163848877,0.540161133,0.345458984,0.224456787,,0.718994141,0.481262207,1.074676514,0.276184082,0.392303467
9.273681641,0.938720703,0.205535889,,0.295562744,3.547668457,0.595092773,,0.349121094,,0.98449707,,,0.326538086,0.993499756
9.394683838,1.940307617,0.311279297,,0.464172363,3.598480225,0.728302002,,0.656585693,,1.206054688,,,1.108093262,1.086730957
,2.273406982,0.536651611,,0.623321533,4.747467041,0.844116211,,0.858154297,,1.50680542,,,1.325378418,1.838684082
,2.869262695,1.353912354,,0.740203857,,0.87890625,,1.027679443,,2.532958984,,,,
,3.658599854,1.549682617,,0.838623047,,0.963745117,,1.39175415,,,,,,
,,5.115814209,,2.075653076,,0.987091064,,,,,,,,
,,,,,,1.014556885,,,,,,,,
,,,,,,1.091461182,,,,,,,,
,,,,,,1.257171631,,,,,,,,
